UPI0000000053	UPI0000000053	100.0	297	0	0	1	297	1	297	1.2e-167	584.7
UPI0000000053	sp|P0AAB6|GALF_ECOLI	100.0	297	0	0	1	297	1	297	1.2e-167	584.7
UPI0000000053	tr|A0A0H2VA10|A0A0H2VA10_ECOL6	99.7	297	1	0	1	297	5	301	6.0e-167	582.4
UPI0000000053	UPI00001639AF	58.5	289	118	2	5	293	10	296	8.2e-92	332.8
UPI0000000053	sp|P0AEP4|GALU_ECOL6	58.5	289	118	2	5	293	10	296	8.2e-92	332.8
UPI0000000053	sp|P0AEP3|GALU_ECOLI	58.5	289	118	2	5	293	10	296	8.2e-92	332.8
UPI0000000053	UPI00001131AE	25.9	297	170	13	5	290	5	262	1.4e-11	66.2
UPI0000000053	sp|P37744|RMLA1_ECOLI	25.9	297	170	13	5	290	5	262	1.4e-11	66.2
UPI0000000054	UPI0000000054	100.0	891	0	0	1	891	1	891	0.0e+00	1737.2
UPI0000000054	sp|P0A9Q7|ADHE_ECOLI	100.0	891	0	0	1	891	1	891	0.0e+00	1737.2
UPI0000000054	tr|A0A0H2V852|A0A0H2V852_ECOL6	99.8	891	2	0	1	891	1	891	0.0e+00	1733.4
UPI00000000D1	sp|P61714|RISB_ECOLI	100.0	156	0	0	1	156	1	156	7.6e-81	295.4
UPI00000000D1	UPI00000000D1	100.0	156	0	0	1	156	1	156	7.6e-81	295.4
UPI00000000D1	sp|P61715|RISB_ECOL6	100.0	156	0	0	1	156	1	156	7.6e-81	295.4
UPI0000000176	UPI0000000176	100.0	211	0	0	1	211	1	211	1.2e-116	414.8
UPI0000000176	sp|P0ADV7|MLAC_ECOLI	100.0	211	0	0	1	211	1	211	1.2e-116	414.8
UPI0000000176	tr|A0A0H2VCU1|A0A0H2VCU1_ECOL6	99.1	211	2	0	1	211	1	211	7.6e-116	412.1
UPI000000023B	UPI000000023B	100.0	69	0	0	1	69	1	69	2.8e-35	142.9
UPI000000023B	sp|P0A973|CSPE_ECOL6	100.0	69	0	0	1	69	1	69	2.8e-35	142.9
UPI000000023B	sp|P0A972|CSPE_ECOLI	100.0	69	0	0	1	69	1	69	2.8e-35	142.9
UPI000000023B	sp|P0A9Y7|CSPC_ECOL6	82.6	69	12	0	1	69	1	69	1.1e-28	120.9
UPI000000023B	UPI0000059D29	82.6	69	12	0	1	69	1	69	1.1e-28	120.9
UPI000000023B	sp|P0A9Y6|CSPC_ECOLI	82.6	69	12	0	1	69	1	69	1.1e-28	120.9
UPI000000023B	sp|P0A986|CSPI_ECOLI	72.1	68	19	0	2	69	3	70	5.0e-24	105.5
UPI000000023B	UPI000012858D	72.1	68	19	0	2	69	3	70	5.0e-24	105.5
UPI000000023B	sp|P0A987|CSPI_ECOL6	72.1	68	19	0	2	69	3	70	5.0e-24	105.5
UPI000000023B	sp|P0A9X9|CSPA_ECOLI	70.1	67	20	0	3	69	4	70	2.5e-23	103.2
UPI000000023B	UPI000003FF29	70.1	67	20	0	3	69	4	70	2.5e-23	103.2
UPI000000023B	sp|P0A9Y0|CSPA_ECOL6	70.1	67	20	0	3	69	4	70	2.5e-23	103.2
UPI000000023B	UPI000012858A	67.6	68	22	0	2	69	3	70	4.2e-23	102.4
UPI000000023B	sp|P0A978|CSPG_ECOLI	67.6	68	22	0	2	69	3	70	4.2e-23	102.4
UPI000000023B	sp|P0A979|CSPG_ECOL6	67.6	68	22	0	2	69	3	70	4.2e-23	102.4
UPI000000023B	tr|A0A0H2V9S9|A0A0H2V9S9_ECOL6	69.7	66	20	0	2	67	3	68	1.2e-22	100.9
UPI000000023B	sp|P36995|CSPB_ECOLI	69.7	66	20	0	2	67	3	68	2.1e-22	100.1
UPI000000023B	UPI0000047CB6	69.7	66	20	0	2	67	3	68	2.1e-22	100.1
UPI00000002DE	sp|P0CF25|INSB1_ECOLI	100.0	167	0	0	1	167	1	167	2.8e-97	350.1
UPI00000002DE	sp|P0CF28|INSB5_ECOLI	100.0	167	0	0	1	167	1	167	2.8e-97	350.1
UPI00000002DE	UPI00000002DE	100.0	167	0	0	1	167	1	167	2.8e-97	350.1
UPI00000002DE	sp|P0CF29|INSB6_ECOLI	100.0	167	0	0	1	167	1	167	2.8e-97	350.1
UPI00000002DE	sp|A0A385XJL4|INSB9_ECOLI	100.0	167	0	0	1	167	1	167	2.8e-97	350.1
UPI00000002DE	sp|P57998|INSB4_ECOLI	97.0	167	5	0	1	167	1	167	2.9e-94	340.1
UPI00000002DE	UPI000012D64F	97.0	167	5	0	1	167	1	167	2.9e-94	340.1
UPI00000002DE	sp|P0CF26|INSB2_ECOLI	96.4	167	6	0	1	167	1	167	1.1e-93	338.2
UPI00000002DE	sp|P0CF27|INSB3_ECOLI	96.4	167	6	0	1	167	1	167	1.1e-93	338.2
UPI00000002DE	UPI000012D64D	96.4	167	6	0	1	167	1	167	1.1e-93	338.2
UPI0000000402	sp|P03835|INSG_ECOLI	100.0	442	0	0	1	442	1	442	1.3e-263	904.0
UPI0000000402	UPI0000000402	100.0	442	0	0	1	442	1	442	1.3e-263	904.0
UPI0000000402	tr|A0A0H2VCC3|A0A0H2VCC3_ECOL6	96.8	441	14	0	1	441	7	447	1.2e-253	870.9
UPI0000000912	UPI0000000912	100.0	167	0	0	1	167	1	167	4.3e-90	326.2
UPI0000000912	sp|P0ABT2|DPS_ECOLI	100.0	167	0	0	1	167	1	167	4.3e-90	326.2
UPI0000000912	sp|Q8FJM0|DPS_ECOL6	99.4	167	1	0	1	167	1	167	2.8e-89	323.6
UPI0000000969	sp|P0CE49|INSH1_ECOLI	100.0	338	0	0	1	338	1	338	2.8e-197	683.3
UPI0000000969	sp|P0CE51|INSH3_ECOLI	100.0	338	0	0	1	338	1	338	2.8e-197	683.3
UPI0000000969	sp|P0CE52|INSH4_ECOLI	100.0	338	0	0	1	338	1	338	2.8e-197	683.3
UPI0000000969	sp|P0CE54|INSH7_ECOLI	100.0	338	0	0	1	338	1	338	2.8e-197	683.3
