sp|A0A385XJ53|INSA9_ECOLI	UPI00000009E0	100.0	91	0	0	1	91	1	91	2.6e-49	189.9
sp|A0A385XJ53|INSA9_ECOLI	UPI00000009E0	100.0	91	0	0	1	91	1	91	2.6e-49	189.9
sp|A0A385XJ53|INSA9_ECOLI	UPI0000003DD5	98.9	91	1	0	1	91	1	91	7.5e-49	188.3
sp|A0A385XJ53|INSA9_ECOLI	UPI0000003DD5	98.9	91	1	0	1	91	1	91	7.5e-49	188.3
sp|A0A385XJ53|INSA9_ECOLI	UPI00000D2AB4	92.3	91	7	0	1	91	1	91	1.0e-45	177.9
sp|A0A385XJ53|INSA9_ECOLI	UPI00000D2AB4	92.3	91	7	0	1	91	1	91	1.0e-45	177.9
sp|A0A385XJE6|INH21_ECOLI	UPI0000000969	100.0	338	0	0	1	338	1	338	2.8e-197	683.3
sp|A0A385XJE6|INH21_ECOLI	UPI0000000969	100.0	338	0	0	1	338	1	338	2.8e-197	683.3
sp|A0A385XJE6|INH21_ECOLI	UPI00001680F9	99.4	338	2	0	1	338	1	338	4.0e-196	679.5
sp|A0A385XJE6|INH21_ECOLI	UPI00001680F9	99.4	338	2	0	1	338	1	338	4.0e-196	679.5
sp|A0A385XJE6|INH21_ECOLI	UPI00016DCF4C	97.8	325	7	0	13	337	1	325	5.4e-185	642.5
sp|A0A385XJL4|INSB9_ECOLI	UPI00000002DE	100.0	167	0	0	1	167	1	167	2.7e-97	350.1
sp|A0A385XJL4|INSB9_ECOLI	UPI00000002DE	100.0	167	0	0	1	167	1	167	2.7e-97	350.1
sp|A0A385XJL4|INSB9_ECOLI	UPI000012D64F	97.0	167	5	0	1	167	1	167	2.8e-94	340.1
sp|A0A385XJL4|INSB9_ECOLI	UPI000012D64F	97.0	167	5	0	1	167	1	167	2.8e-94	340.1
sp|A0A385XJL4|INSB9_ECOLI	UPI000012D64D	96.4	167	6	0	1	167	1	167	1.1e-93	338.2
sp|A0A385XJL4|INSB9_ECOLI	UPI000012D64D	96.4	167	6	0	1	167	1	167	1.1e-93	338.2
tr|A0A385XJN2|A0A385XJN2_ECOLI	tr|A0A0H2VB24|A0A0H2VB24_ECOL6	100.0	86	0	0	1	86	1	86	1.2e-48	187.6
tr|A0A385XJN2|A0A385XJN2_ECOLI	UPI000000E5F9	100.0	86	0	0	1	86	1	86	1.2e-48	187.6
tr|A0A385XK32|A0A385XK32_ECOLI	UPI000011DD54	100.0	89	0	0	1	89	1	89	2.3e-50	193.4
