sp|A0A385XJ53|INSA9_ECOLI	sp|P0CF07|INSA1_ECOLI	100.0	91	0	0	1	91	1	91	8.4e-50	189.9
sp|A0A385XJ53|INSA9_ECOLI	sp|P0CF13|INSA8_ECOLI	100.0	91	0	0	1	91	1	91	8.4e-50	189.9
sp|A0A385XJ53|INSA9_ECOLI	sp|P0CF12|INSA6_ECOLI	100.0	91	0	0	1	91	1	91	8.4e-50	189.9
sp|A0A385XJ53|INSA9_ECOLI	sp|P0CF09|INSA3_ECOLI	98.9	91	1	0	1	91	1	91	2.5e-49	188.3
sp|A0A385XJ53|INSA9_ECOLI	sp|P0CF08|INSA2_ECOLI	98.9	91	1	0	1	91	1	91	2.5e-49	188.3
sp|A0A385XJ53|INSA9_ECOLI	sp|P0CF10|INSA4_ECOLI	98.9	91	1	0	1	91	1	91	2.5e-49	188.3
sp|A0A385XJ53|INSA9_ECOLI	sp|P19767|INSA7_ECOLI	92.3	91	7	0	1	91	1	91	3.3e-46	177.9
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE51|INSH3_ECOLI	100.0	338	0	0	1	338	1	338	9.0e-198	683.3
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE58|INH11_ECOLI	100.0	338	0	0	1	338	1	338	9.0e-198	683.3
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE57|INH10_ECOLI	100.0	338	0	0	1	338	1	338	9.0e-198	683.3
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE54|INSH7_ECOLI	100.0	338	0	0	1	338	1	338	9.0e-198	683.3
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE50|INSH2_ECOLI	100.0	338	0	0	1	338	1	338	9.0e-198	683.3
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE56|INSH9_ECOLI	100.0	338	0	0	1	338	1	338	9.0e-198	683.3
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE59|INH12_ECOLI	100.0	338	0	0	1	338	1	338	9.0e-198	683.3
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE55|INSH8_ECOLI	100.0	338	0	0	1	338	1	338	9.0e-198	683.3
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE52|INSH4_ECOLI	100.0	338	0	0	1	338	1	338	9.0e-198	683.3
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE49|INSH1_ECOLI	100.0	338	0	0	1	338	1	338	9.0e-198	683.3
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE53|INSH6_ECOLI	99.4	338	2	0	1	338	1	338	1.3e-196	679.5
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE62|INH15_ECOLI	100.0	326	0	0	13	338	1	326	5.3e-190	657.5
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE64|INH17_ECOLI	100.0	326	0	0	13	338	1	326	5.3e-190	657.5
sp|A0A385XJE6|INH21_ECOLI	sp|P0CE63|INH16_ECOLI	100.0	326	0	0	13	338	1	326	5.3e-190	657.5
